name,category,brand,strainType,priceRec,dispensary,productUrl,price,potency,quantity
Rainbow Wooks 1g Live Hash Rosin-S,CONCENTRATES,BYC,SATIVA,,brotherlybud,https://brotherlybud.com/product/rainbow-wooks-1g-live-hash-rosin-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,99.0,,
Blueberry Zanana Pie 1.5g-H,VAPORIZERS,Sun,HYBRID,,brotherlybud,https://brotherlybud.com/product/blueberry-zanana-pie-1-5g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,99.0,,
Meteor Melon x Deez Runtz 2g Cured Budder-I,CONCENTRATES,Space Ranger,INDICA,,brotherlybud,https://brotherlybud.com/product/meteor-melon-x-deez-runtz-2g-cured-budder-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,99.0,,
L'Orange 1g Live Rosin-S,CONCENTRATES,Rythm,SATIVA,,brotherlybud,https://brotherlybud.com/product/l-orange-1g-live-rosin-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,100.0,,
Chimax 7g-S,FLOWER,Green Lightning,SATIVA,,brotherlybud,https://brotherlybud.com/product/chimax-7g-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,100.0,,
Animal Face Live Rosin 1g-I,CONCENTRATES,Rythm,INDICA,,brotherlybud,https://brotherlybud.com/product/animal-face-live-rosin-1g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,60.0,,
4Z0 1.5g Live Resin Disposable-H,VAPORIZERS,Sun,HYBRID,,brotherlybud,https://brotherlybud.com/product/4z0-1-5g-live-resin-disposable-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,100.0,,
Super Lemon Haze 7g-S,FLOWER,Garden Greens,SATIVA,,brotherlybud,https://brotherlybud.com/product/super-lemon-haze-7g-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,100.0,,
Grape Junky Liquid Sunshine Live Resin 1.5g Disposable,VAPORIZERS,Sun,HYBRID,,brotherlybud,https://brotherlybud.com/product/grape-junky-liquid-sunshine-live-resin-1-5g-disposable/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,100.0,,
TMZ 1g-H,CONCENTRATES,Rythm,HYBRID,,brotherlybud,https://brotherlybud.com/product/tmz-1g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,60.0,,
Dual Chamber Apples & Bananas+Huckleberry Gelato 2g Disposable-H,VAPORIZERS,Cookies,HYBRID,,brotherlybud,https://brotherlybud.com/product/dual-chamber-apples-bananas-huckleberry-gelato-2g-disposable-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,110.0,,
Papaya Bang Bang 7g-H,FLOWER,Full Tilt,HYBRID,,brotherlybud,https://brotherlybud.com/product/papaya-bang-bang-7g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,110.0,,
Unicorn Poop 7g-I,FLOWER,Full Tilt,INDICA,,brotherlybud,https://brotherlybud.com/product/unicorn-poop-7g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,110.0,,
Caramel Cake 14g-H,FLOWER,Yeti,HYBRID,,brotherlybud,https://brotherlybud.com/product/caramel-cake-14g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,110.0,,
Strawrilla 7g-H,FLOWER,Full Tilt,HYBRID,,brotherlybud,https://brotherlybud.com/product/strawrilla-7g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,110.0,,
Iridescent Flower Vase Bong,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/iridescent-flower-vase-bong/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,115.0,,
Bubba Fett 14g-I,FLOWER,Good Green,INDICA,,brotherlybud,https://brotherlybud.com/product/bubba-fett-14g-i/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,120.0,,
Belleville Blueberry 28g Ready to Roll=,FLOWER,The Lid,SATIVA,,brotherlybud,https://brotherlybud.com/product/belleville-blueberry-28g-ready-to-roll/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,130.0,,
Red Bank Dank 28g Ready to Roll=H,FLOWER,The Lid,HYBRID,,brotherlybud,https://brotherlybud.com/product/red-bank-dank-28g-ready-to-roll-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,130.0,,
Puffco Pivot,ACCESSORIES,Puffco,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/puffco-pivot/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,130.0,,
Puffco Pivot Onyx,ACCESSORIES,Puffco,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/puffco-pivot-onyx/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,130.0,,
White Runtz 28g-H,FLOWER,Yeti,HYBRID,,brotherlybud,https://brotherlybud.com/product/white-runtz-28g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,200.0,,
Peach Ringz 28g Smalls-S,FLOWER,Legend,SATIVA,,brotherlybud,https://brotherlybud.com/product/peach-ringz-28g-smalls-s/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,220.0,,
Butterstuff #6 Popcorn 28g,FLOWER,Ozone,INDICA,,brotherlybud,https://brotherlybud.com/product/butterstuff-6-popcorn-28g-24887/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,240.0,,
Peanut Butter Pie 28g-H,FLOWER,Legend,HYBRID,,brotherlybud,https://brotherlybud.com/product/peanut-butter-pie-28g-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,240.0,,
Chemlatto #33 28g Littles-H,FLOWER,Legend,HYBRID,,brotherlybud,https://brotherlybud.com/product/chemlatto-33-28g-littles-h/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,240.0,,
Puffco Peak Pro 2 Storm,ACCESSORIES,Puffco,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/puffco-peak-pro-2-storm/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,420.0,,
5mm Medium Beaker,ACCESSORIES,,NOT_APPLICABLE,,brotherlybud,https://brotherlybud.com/product/5mm-medium-beaker/?retailer_id=14beadc1-5ad4-49df-b412-7fe5118669cc,546.0,,
Hemp,Accessories,Zig Zag,,,curaleaf,,2.0,,
Hemp,Accessories,Zig Zag,,,curaleaf,,2.0,,
Zig-Zag - Ultra Thin Pre-Rolled Cones 70's Size,Accessories,Zig Zag,,,curaleaf,,2.5,,
"Ultra Thin 1.25"" Rolling",Accessories,Zig Zag,,,curaleaf,,3.0,,
"Unbleached 1.25"" Pre-Rolled",Accessories,Zig Zag,,,curaleaf,,3.0,,
Classic King Size Slim,Accessories,RAW,,,curaleaf,,3.0,,
Ultra Thin King Size Pre-Rolled,Accessories,Pop Cones,,,curaleaf,,4.0,,3.0
"3"" One Hitter",Accessories,LuvBuds,,,curaleaf,,4.0,,
"4"" Ash Hole One Hitter",Accessories,SirEEL,,,curaleaf,,7.0,,
Oh Gee!,Pre-Rolls,Find.,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-indica-oh-gee-1g-6317,8.4,,
Glovez,Pre-Rolls,Find.,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-hybrid-glovez-1g-18733,8.4,,
Happy Hour #21,Pre-Rolls,Ozone,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-hybrid-happy-hour-21-1g-4241,12.75,,
Golden Cream,Pre-Rolls,Ozone,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-hybrid-golden-cream-1g-6247,12.75,,
Durban Poison,Pre-Rolls,Kind Tree,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-sativa-durban-poison-0-5g-ea-2-pack-18737,12.75,,2.0
AJs Sour Diesel ,Pre-Rolls,Anthologie,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-sativa-ajs-sour-diesel-1g-4155,13.6,,
Mac n Jack,Pre-Rolls,Anthologie,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-hybrid-mac-n-jack-1g-4294,13.6,,
Zero Gravity,Pre-Rolls,Kynd,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-indica-zero-gravity-1g-18414,13.6,,
Blueberry Bites,Edibles,Select,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-blueberry-bites-10mg-ea-10-pack-2783,14.0,10.0,10.0
Passion Fruit Bites,Edibles,Select,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-passion-fruit-bites-10mg-ea-10-pack-2786,14.0,10.0,10.0
Strawberry Peach Bites,Edibles,Select,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-strawberry-peach-bites-10mg-ea-10-pack-2789,14.0,10.0,10.0
Custom 63mm 4-Piece,Accessories,Curaleaf,,,curaleaf,,15.0,,63.0
Peanut Butter Pie,Pre-Rolls,Kind Tree,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-peanut-butter-pie-0-5g-ea-2-pack-16578,15.3,,2.0
Dirty Kush Breath,Pre-Rolls,Kind Tree,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-hybrid-dirty-kush-breath-0-5g-ea-2-pack-16974,15.3,,2.0
Kiwi Kandy,Pre-Rolls,Hamilton Farms,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-hybrid-kiwi-kandy-1g-17139,15.3,,
Blueberry Muffin,Pre-Rolls,Illicit,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-blueberry-muffin-0-5g-ea-2-pack-17542,15.3,,2.0
Baja Blaze,Edibles,Gron,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-baja-blaze-50mg-ea-2-pack-18709,15.3,50.0,2.0
Cherry Cola,Edibles,Gron,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-cherry-cola-50mg-ea-2-pack-18711,15.3,50.0,2.0
Sour Blue Raspberry,Edibles,Kynd,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-sour-blue-raspberry-10mg-ea-10-pack-18022,17.0,10.0,10.0
Sour Watermelon,Edibles,Kynd,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-sour-watermelon-10mg-ea-10-pack-18023,17.0,10.0,10.0
Rainbow Upload X-Bites,Edibles,Select,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-rainbow-upload-x-bites-50mg-ea-2-pack-2622,17.5,50.0,2.0
Rainbow Upload X-Bites,Edibles,Select,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-rainbow-upload-x-bites-10mg-ea-10-pack-2624,17.5,10.0,10.0
Pacman,Pre-Rolls,(C),Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-pacman-0-5g-ea-2-pack-17597,12.6,,2.0
Sour Strawberry Lemonade Fast-Acting,Edibles,Jams,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-sativa-sour-strawberry-lemonade-fast-acting-5mg-ea-20-pack-3257,19.25,5.0,20.0
Blackberry ,Edibles,Gron,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-blackberry-50mg-ea-2-pack-2577,20.4,50.0,2.0
Blue Razzleberry,Edibles,Gron,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-blue-razzleberry-50mg-ea-2-pack-2619,20.4,50.0,2.0
Cherry Limeade,Edibles,Gron,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-cherry-limeade-50mg-ea-2-pack-2620,20.4,50.0,2.0
Nighcap,Pre-Rolls,Edie Parker,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-nighcap-0-5g-ea-2-pack-4913,20.4,,2.0
Sour Grape Mega,Edibles,Gron,,,curaleaf,,20.4,100.0,
1:1 Strawberry Lemonade Mega,Edibles,Gron,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-1-1-strawberry-lemonade-mega-100mg-6063,20.4,100.0,
Lemonade,Edibles,Gron,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-lemonade-100mg-6080,20.4,100.0,
Remix Shineapple 2:1:1 THC:THCV:CBG,Edibles,Jams,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-sativa-remix-shineapple-2-1-1-thc-thcv-cbg-10mg-ea-10-pack-6157,21.0,10.0,10.0
Do It! Amplified Apple 1:1 THC:THCV,Edibles,Effin',Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-do-it-amplified-apple-1-1-thc-thcv-10mg-ea-10-pack-6450,21.25,10.0,10.0
Peach 2:1 CBD:THC,Edibles,Wyld,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-peach-2-1-cbd-thc-5mg-ea-10-pack-6479,17.6,5.0,10.0
Strawberry 20:1 CBD:THC,Edibles,Wyld,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-strawberry-20-1-cbd-thc-1mg-ea-10-pack-6481,17.6,1.0,10.0
Sour Apple,Edibles,Wyld,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-sour-apple-10mg-ea-10-pack-6487,17.6,10.0,10.0
Sour Tangerine,Edibles,Wyld,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-sour-tangerine-10mg-ea-10-pack-6491,17.6,10.0,10.0
Butterstuff #6,Pre-Rolls,Ozone,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-butterstuff-6-0-5g-ea-3-pack-4821,22.95,,3.0
Blue Raspberry Soft,Edibles,Valhalla Confections,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-indica-blue-raspberry-soft-10mg-ea-10-pack-2874,23.8,10.0,10.0
Sweet Peach,Edibles,Smokiez,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-sweet-peach-10mg-ea-10-pack-18342,20.4,10.0,10.0
Sour Peach,Edibles,Smokiez,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-sour-peach-10mg-ea-10-pack-18343,20.4,10.0,10.0
Garlic Cookies,Pre-Rolls,Grassroots,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-garlic-cookies-0-4g-ea-5-pack-5151,24.5,,5.0
Blueberry Pie RSO X-Bites,Edibles,Select,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-blueberry-pie-rso-x-bites-10mg-ea-10-pack-5556,24.5,10.0,10.0
Cherry Pie RSO X-Bites,Edibles,Select,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-cherry-pie-rso-x-bites-10mg-ea-10-pack-5743,24.5,10.0,10.0
Mixed Berry,Edibles,Jams,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-indica-mixed-berry-10mg-ea-10-pack-2821,17.5,10.0,10.0
Ruby Red Grapefruit,Edibles,Jams,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-sativa-ruby-red-grapefruit-10mg-ea-10-pack-2824,17.5,10.0,10.0
Sour Cherry Tart,Edibles,Incredibles,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-sour-cherry-tart-10mg-ea-10-pack-2793,17.5,10.0,10.0
"4"" SirEEL Balloon Hand Pipe | Assorted Colors",Accessories,SirEEL,,,curaleaf,,25.0,,
Sparkling Pear,Edibles,Beboe,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-sparkling-pear-10mg-ea-20-pack-2801,25.5,10.0,20.0
Fruit Punch Soft,Edibles,&Shine,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-sativa-fruit-punch-soft-10mg-ea-10-pack-2886,25.5,10.0,10.0
Optimals Fast Asleep Soft,Edibles,Wana,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-indica-optimals-fast-asleep-soft-10mg-ea-10-pack-2893,25.5,10.0,10.0
Tropical Soft,Edibles,&Shine,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-sativa-tropical-soft-10mg-ea-10-pack-2919,25.5,10.0,10.0
Sweet Dreams,Edibles,Beboe,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-sweet-dreams-6mg-ea-20-pack-3242,25.5,6.0,20.0
Inspired,Edibles,Beboe,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-inspired-5mg-ea-20-pack-3262,25.5,5.0,20.0
Anytime,Edibles,Beboe,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-anytime-5mg-ea-20-pack-6172,25.5,5.0,20.0
Downtime,Edibles,Beboe,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-downtime-10mg-ea-20-pack-6511,25.5,10.0,20.0
Rainbow Belts 3.0 ,Pre-Rolls,MPX,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/infused-single-pre-roll-hybrid-rainbow-belts-3-0-1g-18758,25.5,,
Durban Z,Pre-Rolls,&Shine,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-sativa-durban-z-0-5g-ea-5-pack-18797,25.5,,5.0
Boysenberry 1:1:1 THC:CBD:CBN,Edibles,Wyld,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-boysenberry-1-1-1-thc-cbd-cbn-10mg-ea-10-pack-6477,20.8,10.0,10.0
Pomegranate 1:1 THC:CBD,Edibles,Wyld,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-pomegranate-1-1-thc-cbd-10mg-ea-10-pack-6483,20.8,10.0,10.0
Grapefruit 1:1:1 THC:CBD:CBC,Edibles,Wyld,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-grapefruit-1-1-1-thc-cbd-cbc-10mg-ea-10-pack-6493,20.8,10.0,10.0
Pear 1:1 THC:CBG,Edibles,Wyld,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-pear-1-1-thc-cbg-10mg-ea-10-pack-6547,20.8,10.0,10.0
Elderberry 2:1 THC:CBN,Edibles,Wyld,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-elderberry-2-1-thc-cbn-10mg-ea-10-pack-6549,20.8,10.0,10.0
Blackberry Lemonade,Edibles,Gron,,,curaleaf,,27.2,10.0,10.0
Pomegranate,Edibles,Gron,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-pomegranate-10mg-ea-10-pack-2782,27.2,10.0,10.0
Tangelo,Edibles,Gron,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-tangelo-10mg-ea-10-pack-2810,27.2,10.0,10.0
Tart Cherry,Edibles,Gron,,,curaleaf,,27.2,2.5,10.0
Watermelon,Edibles,Gron,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-watermelon-10mg-ea-10-pack-17771,27.2,10.0,10.0
Raspberry Lemonade,Edibles,Gron,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-raspberry-lemonade-10mg-ea-10-pack-17772,27.2,10.0,10.0
Orange Yuzu,Edibles,Gron,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-sativa-orange-yuzu-10mg-ea-10-pack-18706,27.2,10.0,10.0
Frozen Custard,Pre-Rolls,Pre-Roll King of Jersey,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-hybrid-frozen-custard-0-4g-ea-5-pack-18743,27.2,,5.0
Sour Watermelon Lime Fast-Acting,Edibles,Jams,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-indica-sour-watermelon-lime-fast-acting-5mg-ea-20-pack-3259,19.25,5.0,20.0
Classic Blueberry Soft,Edibles,Wana,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-indica-classic-blueberry-soft-10mg-ea-10-pack-2878,19.6,10.0,10.0
Garden State,Edibles,Incredibles,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/chocolate-hybrid-garden-state-10mg-ea-10-pack-2760,29.75,10.0,10.0
Peanut Budda Buddha,Edibles,Incredibles,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/chocolate-hybrid-peanut-budda-buddha-10mg-ea-10-pack-2765,29.75,10.0,10.0
Snoozzzierberry 2:1:1 THC:CBN:CBG,Edibles,Incredibles,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-indica-snoozzzierberry-2-1-1-thc-cbn-cbg-10mg-ea-10-pack-2791,29.75,10.0,10.0
Strahhhberry 1:1,Edibles,Incredibles,,,curaleaf,,29.75,10.0,10.0
Super Sour Apple Pucker,Edibles,Incredibles,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-super-sour-apple-pucker-10mg-ea-10-pack-2808,29.75,10.0,10.0
Watermelon Smash,Edibles,Incredibles,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-watermelon-smash-10mg-ea-10-pack-2812,29.75,10.0,10.0
Chill Drops,Oral,1906,,,curaleaf,,29.75,5.0,20.0
Quiet Times,Pre-Rolls,Miss Grass,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-quiet-times-0-4g-ea-5-pack-5171,29.75,,5.0
50 Shades of Grape,Edibles,Incredibles,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/gummies-hybrid-50-shades-of-grape-10mg-ea-10-pack-18095,29.75,10.0,10.0
Espresso,Edibles,Encore,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/caramel-sativa-espresso-10mg-ea-10-pack-2750,22.5,10.0,10.0
Cinnamon Mint,Edibles,Verano,Hybrid,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/other-hybrid-cinnamon-mint-5mg-ea-20-pack-3282,22.5,5.0,20.0
Dark Chocolate ,Edibles,Encore,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/chocolate-sativa-dark-chocolate-10mg-ea-10-pack-18803,22.5,10.0,10.0
Milk Chocolate,Edibles,Encore,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/chocolate-sativa-milk-chocolate-10mg-ea-10-pack-18807,22.5,10.0,10.0
Milk Chocolate,Edibles,Encore,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/edibles-7050/chocolate-indica-milk-chocolate-10mg-ea-10-pack-18808,22.5,10.0,10.0
Durban Z,Pre-Rolls,Dogwalkers,Sativa,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-sativa-durban-z-0-35g-ea-5-pack-5191,33.15,,5.0
Philly Special ,Pre-Rolls,(the) Essence,Indica,,curaleaf,https://curaleaf.com/shop/new-jersey/curaleaf-nj-bellmawr/menu/pre-rolls-7051/pre-roll-packs-indica-philly-special-0-5g-ea-5-pack-4915,25.5,,5.0
